. depth . depth																						
Depth (m) EDC	Ice age (a 1950) AICC		depth m EDC	Gas age (a 1950) AICC		EDC depth[m]	EDC CH4 [ppbv]		Gas age (a 1950) AICC	depth/gas age m EDC		depth m EDC (ref)	CO2compositBereiter		Ice age (a 1950) AICC	Depth/Ice age (m) EDC		Depth(m) EDC	EDC deut cor		Depth (m) EDC (ref)	nssCA800ka
																		2017.4	-434.3			
																		2017.95	-434.6			
																		2018.5	-432.4			
																		2019.05	-427.2			
																		2019.6	-430.6			
																		2020.15	-428.9			
																		2020.7	-428.2			
																		2021.25	-428.2			
																		2021.8	-421.6			
																		2022.35	-422.1			
																		2022.9	-423.4			
																		2023.45	-418.9			
																		2024	-418.5			
																		2024.55	-414.6			
																		2025.1	-411.56			
																		2025.65	-414.2			
																		2026.2	-412.4			
																		2026.75	-422.5			
																		2027.3	-422.5			
																		2027.85	-422.7			
																		2028.4	-421.8			
																		2028.95	-427.9			
																		2029.5	-425.1			
																		2030.05	-427.1			
																		2030.6	-428.2			
																		2031.15	-421.1			
																		2031.7	-425.1			
																		2032.25	-425.1			
																		2032.8	-428.9			
																		2033.35	-428.9			
																		2033.9	-426.1			
																		2034.45	-427.6			
																		2035	-428.5			
																		2035.55	-433.2			
																		2036.1	-426.4			
																		2036.65	-428.9			
																		2037.2	-430.8			
																		2037.75	-436.7			
																		2038.3	-436.9			
																		2038.85	-431.3			
																		2039.4	-437.3			
																		2039.95	-430.7			
																		2040.5	-432			
																		2041.05	-432.6			
																		2041.6	-429.4			
																		2042.15	-430.5			
																		2042.7	-426.7			
																		2043.25	-430.7			
																		2043.8	-421.9			
																		2044.35	-422.3			
																		2044.9	-417.5			
																		2045.45	-418.7			
																		2046	-417.1			
																		2046.55	-417.7			
																		2047.1	-428.3			
																		2047.65	-425			
																		2048.2	-429.2			
																		2048.75	-426.4			
																		2049.3	-425.5			
																		2049.85	-422			
																		2050.4	-429			
																		2050.95	-434.5			
																		2051.5	-429.3			
																		2052.05	-430.3			
																		2052.6	-430.69			
																		2053.15	-431.9			
																		2053.7	-427.3			
																		2054.25	-433.7			
																		2054.8	-425.8			
																		2055.35	-431			
																		2055.9	-427.5			
																		2056.45	-427.6			
																		2057	-426.3			
																		2057.55	-424.5			
																		2058.1	-430			
																		2058.65	-422.6			
																		2059.2	-419.9			
																		2059.75	-422.8			
																		2060.3	-421.1			
																		2060.85	-421.13			
																		2061.4	-422.96			
																		2061.95	-417.68			
																		2062.5	-421.9			
																		2063.05	-420.5			
																		2063.6	-420.7			
																		2064.15	-413.9			
																		2064.7	-421			
																		2065.25	-418.65			
																		2065.8	-420.74			
																		2066.35	-417.68			
																		2066.9	-420.3			
																		2067.45	-419			
																		2068	-416.7			
																		2068.55	-415.3			
																		2069.1	-414.8			
																		2069.65	-413.7			
																		2070.2	-410.9			
																		2070.75	-412.3			
																		2071.3	-413.2			
																		2071.85	-413.3			
																		2072.4	-409.92			
																		2072.95	-408.5			
																		2073.5	-410.6			
																		2074.05	-409.5			
																		2074.6	-409.2			
																		2075.15	-408.1			
																		2075.7	-405			
																		2076.25	-407.7			
																		2076.8	-413.89			
																		2077.35	-407.7			
																		2077.9	-408.7			
																		2078.45	-402.5			
																		2079	-403.05			
																		2079.55	-406			
																		2080.1	-409.5			
																		2080.65	-407.4			
																		2081.2	-405.5			
																		2081.75	-405.9			
																		2082.3	-406.7			
																		2082.85	-404.7			
																		2083.4	-407.4			
																		2083.95	-405.5			
																		2084.5	-406.2			
																		2085.05	-408.4			
																		2085.6	-408.7			
																		2086.15	-400.8			
																		2086.7	-403			
																		2087.25	-404.2			
																		2087.8	-406.4			
																		2088.35	-402.5			
																		2088.9	-408			
																		2089.45	-408.5			
																		2090	-407.3			
																		2090.55	-407.5			
																		2091.1	-407.2			
																		2091.65	-403.1			
																		2092.2	-406			
																		2092.75	-405.5			
																		2093.3	-406.3			
																		2093.85	-406.5			
																		2094.4	-401.2			
																		2094.95	-411.8			
																		2095.5	-408.6			
																		2096.05	-403.9			
																		2096.6	-403.4			
																		2097.15	-402.8			
																		2097.7	-407.7			
																		2098.25	-410.4			
																		2098.8	-410.4			
																		2099.35	-412.1			
																		2099.9	-410.3			
																		2100.45	-416.1			
																		2101	-415			
																		2101.55	-415			
																		2102.1	-412.3			
																		2102.65	-415			
																		2103.2	-418.9			
																		2103.75	-417.8			
																		2104.3	-414.4			
																		2104.85	-421			
																		2105.4	-422.6			
																		2105.95	-421.3			
																		2106.5	-418.4			
																		2107.05	-424.8			
																		2107.6	-417.8			
																		2108.15	-421.6			
																		2108.7	-422.1			
																		2109.25	-420.1			
																		2109.8	-418.5			
																		2110.35	-424.2			
																		2110.9	-422			
																		2111.45	-417.9			
																		2112	-419.4			
																		2112.55	-417.51			
																		2113.1	-413.4			
																		2113.65	-417			
																		2114.2	-420.7			
																		2114.75	-417.3			
																		2115.3	-413.3			
																		2115.85	-413.79			
																		2116.4	-413.6			
																		2116.95	-413.9			
																		2117.5	-413.9			
																		2118.05	-409.5			
																		2118.6	-416.9			
																		2119.15	-411.5			
																		2119.7	-411.6			
																		2120.25	-414			
																		2120.8	-414.7			
																		2121.35	-413.31			
																		2121.9	-413			
																		2122.45	-411.55			
																		2123	-409.1			
																		2123.55	-406.76			
																		2124.1	-411.9			
																		2124.65	-412.9			
																		2125.2	-410			
																		2125.75	-416.2			
																		2126.3	-411.4			
																		2126.85	-410.9			
																		2127.4	-411.2			
																		2127.95	-412			
																		2128.5	-413.2			
																		2129.05	-410.1			
																		2129.6	-411.4			
																		2130.15	-404.6			
																		2130.7	-407.8			
																		2131.25	-407.2			
																		2131.8	-410.7			
																		2132.35	-408			
																		2132.9	-407.9			
																		2133.45	-406.5			
																		2134	-409.1			
																		2134.55	-409			
																		2135.1	-409.8			
																		2135.65	-405			
																		2136.2	-403.4			
																		2136.75	-406.7			
																		2137.3	-407.5			
																		2137.85	-403			
																		2138.4	-403.2			
																		2138.95	-407.1			
																		2139.5	-403.9			
																		2140.05	-408.3			
																		2140.6	-406.2			
																		2141.15	-401.4			
																		2141.7	-407.4			
																		2142.25	-401.7			
																		2142.8	-406.4			
																		2143.35	-401			
																		2143.9	-403.5			
																		2144.45	-401.8			
																		2145	-403.88			
																		2145.55	-394.2			
																		2146.1	-401.1			
																		2146.65	-402			
																		2147.2	-400.3			
																		2147.75	-400.4			
																		2148.3	-402.4			
																		2148.85	-403.4			
																		2149.4	-407.2			
																		2149.95	-404.6			
																		2150.5	-399.2			
																		2151.05	-399.1			
																		2151.6	-403			
																		2152.15	-406.4			
																		2152.7	-398.8			
																		2153.25	-400.7			
																		2153.8	-404.7			
																		2154.35	-404.6			
																		2154.9	-407.21			
																		2155.45	-401.1			
																		2156	-406.3			
																		2156.55	-404.4			
																		2157.1	-402.6			
																		2157.65	-404.2			
																		2158.2	-401.1			
																		2158.75	-408.6			
																		2159.3	-404.9			
																		2159.85	-407.8			
																		2160.4	-407.6			
																		2160.95	-403.7			
																		2161.5	-402.8			
																		2162.05	-403.4			
																		2162.6	-403.9			
																		2163.15	-405.7			
																		2163.7	-403.2			
																		2164.25	-401.3			
																		2164.8	-406.1			
																		2165.35	-403.5			
																		2165.9	-403.3			
																		2166.45	-405.7			
																		2167	-407.9			
																		2167.55	-409.8			
																		2168.1	-403.5			
																		2168.65	-400			
																		2169.2	-402.1			
																		2169.75	-404.7			
																		2170.3	-406.5			
																		2170.85	-402.6			
																		2171.4	-407			
																		2171.95	-403.9			
																		2172.5	-402.2			
																		2173.05	-403.2			
																		2173.6	-402.8			
																		2174.15	-402.2			
																		2174.7	-401.01			
																		2175.25	-403.7			
																		2175.8	-396.6			
																		2176.35	-399.2			
																		2176.9	-397.7			
																		2177.45	-398.8			
																		2178	-401.1			
																		2178.55	-401.1			
																		2179.1	-399.6			
																		2179.65	-404.33			
																		2180.2	-402.8			
																		2180.75	-405.78			
																		2181.3	-404			
																		2181.85	-405			
																		2182.4	-405.6			
																		2182.95	-408			
																		2183.5	-409.7			
																		2184.05	-407.4			
																		2184.6	-407.8			
																		2185.15	-407.1			
																		2185.7	-408.1			
																		2186.25	-412.7			
																		2186.8	-412.7			
																		2187.35	-414.6			
																		2187.9	-415			
																		2188.45	-414.3			
																		2189	-417			
																		2189.55	-414.2			
																		2190.1	-411.2			
																		2190.65	-419.4			
																		2191.2	-418.8			
																		2191.75	-418.1			
																		2192.3	-415.5			
																		2192.85	-422.5			
																		2193.4	-425.4			
																		2193.95	-420.1			
																		2194.5	-421.6			
																		2195.05	-423.6			
																		2195.6	-421			
																		2196.15	-421.4			
																		2196.7	-418.8			
																		2197.25	-418.6			
																		2197.8	-425.3			
																		2198.35	-423.03			
																		2198.9	-420.4			
																		2199.45	-420.9			
																		2200	-426.6			
																		2200.55	-425.8			
																		2201.1	-427.4			
																		2201.65	-424			
																		2202.2	-427.9			
																		2202.75	-427.9			
																		2203.3	-431.2			
																		2203.85	-428.9			
																		2204.4	-431.3			
																		2204.95	-430.2			
																		2205.5	-431.5			
																		2206.05	-434.6			
																		2206.6	-431.9			
																		2207.15	-442.39			
																		2207.7	-441.3			
																		2208.25	-434.04			
																		2208.8	-431.7			
																		2209.35	-434.9			
																		2209.9	-438.1			
																		2210.45	-438.8			
																		2211	-438.5			
																		2211.55	-439.4			
																		2212.1	-441.8			
																		2212.65	-438.3			
																		2213.2	-441.6			
																		2213.75	-437.3			
																		2214.3	-441.5			
																		2214.85	-440.7			
																		2215.4	-441.2			
																		2215.95	-437.7			
																		2216.5	-440.6			
																		2217.05	-437.6			
																		2217.6	-437			
																		2218.15	-435.8			
																		2218.7	-433.8			
																		2219.25	-435.6			
																		2219.8	-436.8			
																		2220.35	-428.1			
																		2220.9	-428.8			
																		2221.45	-427.1			
																		2222	-425			
																		2222.55	-420			
																		2223.1	-416.1			
																		2223.65	-425.7			
																		2224.2	-423.4			
																		2224.75	-428.1			
																		2225.3	-426.4			
																		2225.85	-423.6			
																		2226.4	-427.9			
																		2226.95	-427.6			
																		2227.5	-433.31			
																		2228.05	-434.6			
																		2228.6	-435.9			
																		2229.15	-432.6			
																		2229.7	-436.4			
																		2230.25	-439.4			
																		2230.8	-438.7			
																		2231.35	-439.7			
																		2231.9	-438.7			
																		2232.45	-438.6			
																		2233	-435			
																		2233.55	-433.4			
																		2234.1	-425.2			
																		2234.65	-427.7			
																		2235.2	-419.4			
																		2235.75	-431.8			
																		2236.3	-429.4			
																		2236.85	-429.6			
																		2237.4	-436.7			
																		2237.95	-437			
																		2238.5	-436.3			
																		2239.05	-436.3			
																		2239.6	-435.7			
																		2240.15	-433.6			
																		2240.7	-432.3			
																		2241.25	-431.2			
																		2241.8	-430.5			
																		2242.35	-427.3			
																		2242.9	-426.6			
																		2243.45	-424.3			
																		2244	-428.5			
																		2244.55	-427.7			
																		2245.1	-428.2			
																		2245.65	-428.4			
																		2246.2	-426.6			
																		2246.75	-428.2			
																		2247.3	-426			
																		2247.85	-427.1			
																		2248.4	-421			
																		2248.95	-423			
																		2249.5	-422.1			
																		2250.05	-420.5			
																		2250.6	-421.4			
																		2251.15	-422.3			
																		2251.7	-422			
																		2252.25	-422.4			
																		2252.8	-420.3			
																		2253.35	-420.9			
																		2253.9	-413.7			
																		2254.45	-416.7			
																		2255	-414			
																		2255.55	-414.1			
																		2256.1	-414.7			
																		2256.65	-413.2			
																		2257.2	-417.5			
																		2257.75	-415.5			
																		2258.3	-413.8			
																		2258.85	-410.4			
																		2259.4	-406.5			
																		2259.95	-412.9			
																		2260.5	-409.8			
																		2261.05	-411.3			
																		2261.6	-406.9			
																		2262.15	-411.3			
																		2262.7	-408.8			
																		2263.25	-411.2			
																		2263.8	-412.8			
																		2264.35	-409.9			
																		2264.9	-409			
																		2265.45	-407.2			
																		2266	-411.8			
																		2266.55	-411.4			
																		2267.1	-410			
																		2267.65	-406.4			
																		2268.2	-406.5			
																		2268.75	-409.2			
																		2269.3	-412			
																		2269.85	-407			
																		2270.4	-408.5			
																		2270.95	-405.64			
																		2271.5	-409.49			
																		2272.05	-403.89			
																		2272.6	-405.13			
																		2273.15	-404.34			
																		2273.7	-408.89			
																		2274.25	-408.71			
																		2274.8	-402.84			
																		2275.35	-408.72			
																		2275.9	-410.12			
																		2276.45	-407.93			
																		2277	-405.48			
																		2277.55	-397.6			
																		2278.1	-400.9			
																		2278.65	-403.7			
																		2279.2	-400			
																		2279.75	-400			
																		2280.3	-398.3			
																		2280.85	-400.3			
																		2281.4	-401.2			
																		2281.95	-398.7			
																		2282.5	-395.3			
																		2283.05	-396.8			
																		2283.6	-397			
																		2284.15	-393.6			
																		2284.7	-391.7			
																		2285.25	-391.1			
																		2285.8	-391			
																		2286.35	-387			
																		2286.9	-392.6			
																		2287.45	-386			
																		2288	-389.9			
																		2288.55	-382.5			
																		2289.1	-377.9			
																		2289.65	-377.2			
																		2290.2	-379.3			
																		2290.75	-380.5			
																		2291.3	-375.9			
																		2291.85	-380.4			
																		2292.4	-378.8			
																		2292.95	-375.7			
																		2293.5	-378			
																		2294.05	-377.2			
																		2294.6	-379.3			
																		2295.15	-380.5			
																		2295.7	-380			
																		2296.25	-380			
																		2296.8	-384.8			
																		2297.35	-377.9			
																		2297.9	-380.2			
																		2298.45	-381.5			
																		2299	-384			
																		2299.55	-386.3			
																		2300.1	-386.9			
																		2300.65	-388.4			
																		2301.2	-384.4			
																		2301.75	-384.4			
																		2302.3	-383.1			
																		2302.85	-384.9			
																		2303.4	-388.8			
																		2303.95	-390.7			
																		2304.5	-391.1			
																		2305.05	-391.9			
																		2305.6	-397.2			
																		2306.15	-399.6			
																		2306.7	-403.5			
																		2307.25	-402.2			
																		2307.8	-400.3			
																		2308.35	-403.7			
																		2308.9	-403.7			
																		2309.45	-407.4			
																		2310	-406			
																		2310.55	-408.2			
																		2311.1	-409.6			
																		2311.65	-409.4			
																		2312.2	-415.7			
																		2312.75	-411.3			
																		2313.3	-413.9			
																		2313.85	-419			
																		2314.4	-415			
																		2314.95	-419.8			
																		2315.5	-422.5			
																		2316.05	-423.9			
																		2316.6	-426.8			
																		2317.15	-433.75			
																		2317.7	-430			
																		2318.25	-429.1			
																		2318.8	-429.6			
																		2319.35	-424.2			
																		2319.9	-424.16			
																		2320.45	-424			
																		2321	-426			
																		2321.55	-422			
																		2322.1	-421.9			
																		2322.65	-421.5			
																		2323.2	-425.6			
																		2323.75	-422.9			
																		2324.3	-423.6			
																		2324.85	-427.7			
																		2325.4	-425.3			
																		2325.95	-425.6			
																		2326.5	-429.4			
																		2327.05	-429.1			
																		2327.6	-432.2			
																		2328.15	-431.5			
																		2328.7	-435.2			
																		2329.25	-431.3			
																		2329.8	-432.8			
																		2330.35	-434.3			
																		2330.9	-432.4			
																		2331.45	-432.2			
																		2332	-430.7			
																		2332.55	-430.6			
																		2333.1	-433.7			
																		2333.65	-437.9			
																		2334.2	-438.8			
																		2334.75	-437.1			
																		2335.3	-436.1			
																		2335.85	-437.4			
																		2336.4	-433			
																		2336.95	-437.4			
																		2337.5	-434.8			
																		2338.05	-438.4			
																		2338.6	-437.8			
																		2339.15	-433.6			
																		2339.7	-432.8			
																		2340.25	-432.4			
																		2340.8	-430.5			
																		2341.35	-435.5			
																		2341.9	-436.8			
																		2342.45	-434.2			
																		2343	-432.4			
																		2343.55	-434.7			
																		2344.1	-434.9			
																		2344.65	-433.9			
																		2345.2	-441.21			
																		2345.75	-435.6			
																		2346.3	-433.9			
																		2346.85	-432.1			
																		2347.4	-430.3			
																		2347.95	-429.5			
																		2348.5	-433.7			
																		2349.05	-430.5			
																		2349.6	-429.1			
																		2350.15	-436.4			
																		2350.7	-431.3			
																		2351.25	-429.4			
																		2351.8	-430.5			
																		2352.35	-428.4			
																		2352.9	-427			
																		2353.45	-423.5			
																		2354	-427.6			
																		2354.55	-432			
																		2355.1	-430.6			
																		2355.65	-432.5			
																		2356.2	-437.8			
																		2356.75	-431.6			
																		2357.3	-431			
																		2357.85	-431.54			
																		2358.4	-435.4			
																		2358.95	-438			
																		2359.5	-435.2			
																		2360.05	-435.8			
																		2360.6	-427.4			
																		2361.15	-431.1			
																		2361.7	-429.4			
																		2362.25	-432.1			
																		2362.8	-435.1			
																		2363.35	-437.5			
																		2363.9	-434.6			
																		2364.45	-431.8			
																		2365	-432.5			
																		2365.55	-434.5			
																		2366.1	-429.3			
																		2366.65	-434.8			
																		2367.2	-429.5			
																		2367.75	-424.4			
																		2368.3	-424.1			
																		2368.85	-424.1			
																		2369.4	-428.5			
																		2369.95	-426.3			
																		2370.5	-428			
																		2371.05	-430.9			
																		2371.6	-428.9			
																		2372.15	-427.3			
																		2372.7	-431.3			
																		2373.25	-431.7			
																		2373.8	-432.1			
																		2374.35	-430.4			
																		2374.9	-431.8			
																		2375.45	-435.5			
																		2376	-436.1			
																		2376.55	-440.6			
																		2377.1	-439.6			
																		2377.65	-436.2			
																		2378.2	-433			
																		2378.75	-437.1			
																		2379.3	-439			
																		2379.85	-439.6			
																		2380.4	-440.5			
																		2380.95	-436.6			
																		2381.5	-437.9			
																		2382.05	-437.7			
																		2382.6	-438.2			
																		2383.15	-438.3			
																		2383.7	-440.3			
																		2384.25	-438.9			
																		2384.8	-440.7			
																		2385.35	-441.8			
																		2385.9	-438.1			
																		2386.45	-442.6			
																		2387	-438.3			
																		2387.55	-437.5			
																		2388.1	-441			
																		2388.65	-444.5			
																		2389.2	-442.2			
																		2389.75	-441.8			
																		2390.3	-443.5			
																		2390.85	-443.4			
																		2391.4	-442.8			
																		2391.95	-443.8			
																		2392.5	-441.9			
																		2393.05	-443.5			
																		2393.6	-443.5			
																		2394.15	-441.6			
																		2394.7	-442.8			
																		2395.25	-442.1			
																		2395.8	-442.5			
																		2396.35	-442.2			
																		2396.9	-439.3			
																		2397.45	-441.8			
																		2398	-439.5			
																		2398.55	-441.8			
																		2399.1	-442.3			
																		2399.65	-437.9			
																		2400.2	-435.6			
																		2400.75	-437.3			
																		2401.3	-439.9			
																		2401.85	-442.5			
																		2402.4	-438.9			
																		2402.95	-442.4			
																		2403.5	-445.1			
																		2404.05	-438.2			
																		2404.6	-435.5			
																		2405.15	-435.5			
																		2405.7	-438.7			
																		2406.25	-439.7			
																		2406.8	-445.2			
																		2407.35	-436.8			
																		2407.9	-437.9			
																		2408.45	-441.1			
																		2409	-438.5			
																		2409.55	-438.1			
																		2410.1	-433.9			
																		2410.65	-430.8			
																		2411.2	-429.2			
																		2411.75	-423.35			
																		2412.3	-429.8			
																		2412.85	-432.9			
																		2413.4	-430.7			
																		2413.95	-432			
																		2414.5	-437.3			
																		2415.05	-434.7			
																		2415.6	-431.81			
																		2416.15	-430.9			
																		2416.7	-431			
																		2417.25	-428.9			
																		2417.8	-429.9			
																		2418.35	-427.7			
																		2418.9	-428.5			
																		2419.45	-426.3			
																		2420	-426.5			
																		2420.55	-425.7			
																		2421.1	-424.6			
																		2421.65	-427.9			
																		2422.2	-426.4			
																		2422.75	-424.7			
																		2423.3	-424.5			
																		2423.85	-425.5			
																		2424.4	-424.79			
																		2424.95	-424.34			
																		2425.5	-430.2			
																		2426.05	-422.1			
																		2426.6	-423.74			
																		2427.15	-422.47			
																		2427.7	-425			
																		2428.25	-421.32			
																		2428.8	-421.66			
																		2429.35	-420.16			
																		2429.9	-421.83			
																		2430.45	-423.78			
																		2431	-419.47			
																		2431.55	-423.4			
																		2432.1	-422.06			
																		2432.65	-419.94			
																		2433.2	-419.28			
																		2433.75	-419.96			
																		2434.3	-417.18			
																		2434.85	-417.92			
																		2435.4	-419.72			
																		2435.95	-418.45			
																		2436.5	-420.51			
																		2437.05	-418.17			
																		2437.6	-419.88			
																		2438.15	-420.84			
																		2438.7	-419.46			
																		2439.25	-419.21			
																		2439.8	-419.29			
																		2440.35	-415.11			
																		2440.9	-413.56			
																		2441.45	-412.1			
																		2442	-412.1			
																		2442.55	-415			
																		2443.1	-416.4			
																		2443.65	-415.32			
																		2444.2	-418.68			
																		2444.75	-419.58			
																		2445.3	-420.7			
																		2445.85	-423.2			
																		2446.4	-427.37			
																		2446.95	-421.2			
																		2447.5	-423.1			
																		2448.05	-425.8			
																		2448.6	-429			
																		2449.15	-426.5			
																		2449.7	-427.8			
																		2450.25	-425.6			
																		2450.8	-430.7			
																		2451.35	-432.42			
																		2451.9	-435.4			
																		2452.45	-434.3			
																		2453	-431.7			
																		2453.55	-427.2			
																		2454.1	-434.1			
																		2454.65	-434.7			
																		2455.2	-437.35			
																		2455.75	-434.7			
																		2456.3	-432.27			
																		2456.85	-432.2			
																		2457.4	-429.1			
																		2457.95	-426			
																		2458.5	-418.5			
																		2459.05	-422.9			
																		2459.6	-423.74			
																		2460.15	-427.2			
																		2460.7	-429.6			
																		2461.25	-431.35			
																		2461.8	-433.4			
																		2462.35	-437.45			
																		2462.9	-433.29			
																		2463.45	-436.1			
																		2464	-434.9			
																		2464.55	-432.2			
																		2465.1	-430.3			
																		2465.65	-429.4			
																		2466.2	-428.6			
																		2466.75	-427.6			
																		2467.3	-429.2			
																		2467.85	-428.9			
																		2468.4	-425.4			
																		2468.95	-424.7			
																		2469.5	-422.9			
																		2470.05	-418.94			
																		2470.6	-425.1			
																		2471.15	-427.4			
																		2471.7	-429			
																		2472.25	-432.5			
																		2472.8	-435.87			
																		2473.35	-432.1			
																		2473.9	-432.2			
																		2474.45	-431.9			
																		2475	-425.5			
																		2475.55	-427.3			
																		2476.1	-428.3			
																		2476.65	-426.7			
																		2477.2	-424.1			
																		2477.75	-421.5			
																		2478.3	-425			
																		2478.85	-420.8			
																		2479.4	-422.7			
																		2479.95	-420.75			
																		2480.5	-422.6			
																		2481.05	-421.5			
																		2481.6	-420.5			
																		2482.15	-422			
																		2482.7	-418.4			
																		2483.25	-414.1			
																		2483.8	-415.9			
																		2484.35	-417.9			
																		2484.9	-423.1			
																		2485.45	-422.3			
																		2486	-423.5			
																		2486.55	-421.1			
																		2487.1	-424.2			
																		2487.65	-430.9			
																		2488.2	-436.56			
																		2488.75	-433.14			
																		2489.3	-432			
																		2489.85	-430.7			
																		2490.4	-429.7			
																		2490.95	-427.6			
																		2491.5	-424.7			
																		2492.05	-428.3			
																		2492.6	-426.2			
																		2493.15	-423.68			
																		2493.7	-426			
																		2494.25	-426.9			
																		2494.8	-430.1			
																		2495.35	-424.6			
																		2495.9	-426.7			
																		2496.45	-424.5			
																		2497	-428			
																		2497.55	-423.5			
																		2498.1	-422.1			
																		2498.65	-422.7			
																		2499.2	-422.9			
																		2499.75	-424.54			
																		2500.3	-420.3			
																		2500.85	-423.3			
																		2501.4	-419.3			
																		2501.95	-421.3			
																		2502.5	-423.5			
																		2503.05	-417.2			
																		2503.6	-417.1			
																		2504.15	-419.4			
																		2504.7	-413.6			
																		2505.25	-416.5			
																		2505.8	-410.2			
																		2506.35	-416			
																		2506.9	-414			
																		2507.45	-412.6			
																		2508	-415.4			
																		2508.55	-412.8			
																		2509.1	-410.5			
																		2509.65	-408.5			
																		2510.2	-415.3			
																		2510.75	-416.7			
																		2511.3	-407.3			
																		2511.85	-409.3			
																		2512.4	-406			
																		2512.95	-403.4			
																		2513.5	-401.4			
																		2514.05	-410			
																		2514.6	-411.9			
																		2515.15	-411.7			
																		2515.7	-412.8			
																		2516.25	-413.4			
																		2516.8	-415.7			
																		2517.35	-415			
																		2517.9	-416.4			
																		2518.45	-414.3			
																		2519	-416.3			
																		2519.55	-420.1			
																		2520.1	-421.4			
																		2520.65	-426.9			
																		2521.2	-422.6			
																		2521.75	-421.8			
																		2522.3	-421.7			
																		2522.85	-422.3			
																		2523.4	-422.2			
																		2523.95	-420			
																		2524.5	-418.8			
																		2525.05	-421.5			
																		2525.6	-416.5			
																		2526.15	-415.1			
																		2526.7	-414.2			
																		2527.25	-414.9			
																		2527.8	-409			
																		2528.35	-414			
																		2528.9	-410.9			
																		2529.45	-411.4			
																		2530	-410.3			
																		2530.55	-408.5			
																		2531.1	-408.5			
																		2531.65	-405.1			
																		2532.2	-406.2			
																		2532.75	-408.4			
																		2533.3	-404.4			
																		2533.85	-404			
																		2534.4	-402.8			
																		2534.95	-401.8			
																		2535.5	-405.7			
																		2536.05	-399.9			
																		2536.6	-402.4			
																		2537.15	-399.4			
																		2537.7	-396.6			
																		2538.25	-396.9			
																		2538.8	-398.8			
																		2539.35	-400.8			
																		2539.9	-398.4			
																		2540.45	-398.9			
																		2541	-397.9			
																		2541.55	-396.3			
																		2542.1	-400.84			
																		2542.65	-394.8			
																		2543.2	-392.3			
																		2543.75	-393.1			
																		2544.3	-389.5			
																		2544.85	-394			
																		2545.4	-393.9			
																		2545.95	-395.5			
																		2546.5	-393.9			
																		2547.05	-393.6			
																		2547.6	-394.7			
																		2548.15	-396.3			
																		2548.7	-393			
																		2549.25	-394.8			
																		2549.8	-394.4			
																		2550.35	-394.6			
																		2550.9	-390.8			
																		2551.45	-389.8			
																		2552	-393.5			
																		2552.55	-392.1			
																		2553.1	-392.6			
																		2553.65	-392			
																		2554.2	-392.8			
																		2554.75	-388.5			
																		2555.3	-388.4			
																		2555.85	-389.9			
																		2556.4	-390.5			
																		2556.95	-394			
																		2557.5	-395.2			
																		2558.05	-391.6			
																		2558.6	-395.7			
																		2559.15	-391.5			
																		2559.7	-393.2			
																		2560.25	-393.2			
																		2560.8	-391.3			
																		2561.35	-390.3			
																		2561.9	-390			
																		2562.45	-389.8			
																		2563	-394.7			
																		2563.55	-391.2			
																		2564.1	-393.4			
																		2564.65	-393.1			
																		2565.2	-397.2			
																		2565.75	-395.6			
																		2566.3	-395.6			
																		2566.85	-394.4			
																		2567.4	-393			
																		2567.95	-388.2			
																		2568.5	-388.1			
																		2569.05	-388.8			
																		2569.6	-383.2			
																		2570.15	-382.7			
																		2570.7	-381.4			
																		2571.25	-379.4			
																		2571.8	-376.5			
																		2572.35	-373.3			
																		2572.9	-377.6			
																		2573.45	-377.4			
																		2574	-373.3			
																		2574.55	-373.1			
																		2575.1	-371.2			
																		2575.65	-369.4			
																		2576.2	-371.7			
																		2576.75	-374.6			
																		2577.3	-373.8			
																		2577.85	-374.7			
																		2578.4	-374.8			
																		2578.95	-368.6			
																		2579.5	-368.3			
																		2580.05	-372.3			
																		2580.6	-372.2			
																		2581.15	-375.9			
																		2581.7	-373.2			
																		2582.25	-372.7			
																		2582.8	-377.7			
																		2583.35	-381.9			
																		2583.9	-377.6			
																		2584.45	-381.07			
																		2585	-382.24			
																		2585.55	-385.77			
																		2586.1	-384.03			
																		2586.65	-389.11			
																		2587.2	-392.32			
																		2587.75	-392.37			
																		2588.3	-394.02			
																		2588.85	-397.13			
																		2589.4	-399.64			
																		2589.95	-400.83			
																		2590.5	-400.78			
																		2591.05	-403.63			
																		2591.6	-405.24			
																		2592.15	-404.08			
																		2592.7	-406.3			
																		2593.25	-406.1			
																		2593.8	-408			
																		2594.35	-410.8			
																		2594.9	-411.5			
																		2595.45	-414.3			
																		2596	-417			
																		2596.55	-420.6			
																		2597.1	-419.4			
																		2597.65	-422			
																		2598.2	-423.5			
																		2598.75	-425.5			
																		2599.3	-428			
																		2599.85	-428.7			
																		2600.4	-432.4			
																		2600.95	-436.53			
																		2601.5	-441.31			
																		2602.05	-443.62			
																		2602.6	-440.23			
																		2603.15	-441.59			
																		2603.7	-444.29			
																		2604.25	-440.18			
																		2604.8	-441.23			
																		2605.35	-436.29			
																		2605.9	-440.57			
																		2606.45	-438.22			
																		2607	-440.8			
																		2607.55	-439.6			
																		2608.1	-437.8			
																		2608.65	-438.8			
																		2609.2	-436.4			
																		2609.75	-437.3			
																		2610.3	-440.1			
																		2610.85	-434.8			
																		2611.4	-437.6			
																		2611.95	-437.8			
																		2612.5	-431.4			
																		2613.05	-435.7			
																		2613.6	-439.4			
																		2614.15	-438.6			
																		2614.7	-434.9			
